Company Name,Company Address,Company Website,HR Email,Company Careers Page,Company Products/Services Page,Instagram,Facebook,X,Best Email,Better Email,Excluded Email,Sales BEST,Sales BETTER,Sales EXCLUDE
Lucy's Drive In,"1373 S La Brea Ave, Los Angeles, CA 90019, USA",http://lucysdrivein.com/,info@lucysdrivein.com,,https://www.lucysdrivein.com/menu-2/; https://www.lucysdrivein.com/wp-content/uploads/2025/05/2949-MENU-LUCYS-DRIVE...,https://www.instagram.com/lucysdrivein/?hl=en,https://www.facebook.com/LucysDriveIn/,,,,,,info@lucysdrivein.com; info@lucysdrivein.com,
Jack in the Box,"1415 S Alameda St, Los Angeles, CA 90021, USA",https://locations.jackinthebox.com/us/ca/los-angeles/1415-s-alameda-st?utm_source=google&utm_medium=local&utm_campaign=google-local,,,,https://www.instagram.com/jackinthebox/,https://www.facebook.com/jackinthebox/,https://www.jackinthebox.com/privacy#The-Jack-Pack-Terms-Of-Use,,,,,,
McDonald's,"201 W Washington Blvd, Los Angeles, CA 90007, USA",https://www.mcdonalds.com/us/en-us/location/CA/LOS-ANGELES/201-W-WASHINGTON-BLVD/6688.html?cid=RF:YXT:GMB::Clicks,recruiting.supportteam@us.mcd.com,https://careers.mcdonalds.com/,https://www.mcdonalds.com/us/en-us/terms-and-conditions.html; https://www.mcdonalds.com/us/en-us/full-menu/breakfast.html; https://www.mcdonalds.com/us/en-us/location/CA/LOS-ANGELES/201-W-WASHINGTON-B...; https://www.mcdonalds.com/us/en-us/full-menu/mcnuggets.html; https://www.mcdonalds.com/us/en-us/full-menu/burgers.html; https://www.mcdonalds.com/us/en-us/full-menu/mccrispy-strips.html; https://www.mcdonalds.com/us/en-us/full-menu/mcvalue-menu.html; https://www.mcdonalds.com/us/en-us/mcdonalds-email-signup.html; https://www.mcdonalds.com/us/en-us/location/CA/LOS-ANGELES/201-W-WASHINGTON-B...; https://www.mcdonalds.com/us/en-us/full-menu.html; https://www.mcdonalds.com/us/en-us/full-menu/chicken-and-fish-sandwiches.html; https://www.mcdonalds.com/us/en-us/location/ca/los-angeles/201-w-washington-b...; https://www.mcdonalds.com/us/en-us.html,https://www.instagram.com/mcdonalds/,https://www.facebook.com/McDonalds/,https://www.x.com/McDonalds,,,,,contact.privacy@us.mcd.com; mcdonaldsinformaldisputeresolution@us.mcd.com; accessibility@us.mcd.com; recruiting.supportteam@us.mcd.com; mcdonaldsinformaldisputeresolution@us.mcd.com,dmca@us.mcd.com
Five Guys,"5550 Wilshire Blvd Suite 101D, Los Angeles, CA 90036, USA",https://restaurants.fiveguys.com/5550-wilshire-blvd,,,https://restaurants.fiveguys.com/5550-wilshire-blvd; https://restaurants.fiveguys.com/5550-wilshire-blvd#first-anchor,https://www.instagram.com/fiveguys/,https://www.facebook.com/fiveguys/,https://twitter.com/FiveGuys,,,,,,
Original Tommy's World Famous Hamburgers,"5873 Hollywood Blvd, Los Angeles, CA 90028, USA",http://originaltommys.com/,,,,http://instagram.com/originaltommys,http://facebook.com/originaltommys,http://twitter.com/originaltommys,,,,,,
McDonald's,"1231 S La Brea Ave, Los Angeles, CA 90019, USA",https://www.mcdonalds.com/us/en-us/location/CA/LOS-ANGELES/1231-S-LA-BREA-AVE/1325.html?cid=RF:YXT:GMB::Clicks,recruiting.supportteam@us.mcd.com,https://careers.mcdonalds.com/,https://www.mcdonalds.com/us/en-us/terms-and-conditions.html; https://www.mcdonalds.com/us/en-us/full-menu/mcnuggets.html; https://www.mcdonalds.com/us/en-us/full-menu/burgers.html; https://www.mcdonalds.com/us/en-us/full-menu/mccrispy-strips.html; https://www.mcdonalds.com/us/en-us/full-menu/mcvalue-menu.html; https://www.mcdonalds.com/us/en-us/location/CA/LOS-ANGELES/1231-S-LA-BREA-AVE...; https://www.mcdonalds.com/us/en-us/location/CA/LOS-ANGELES/1231-S-LA-BREA-AVE...; https://www.mcdonalds.com/us/en-us/location/ca/los-angeles/1231-s-la-brea-ave...; https://www.mcdonalds.com/us/en-us/mcdonalds-email-signup.html; https://www.mcdonalds.com/us/en-us/full-menu.html; https://www.mcdonalds.com/us/en-us/full-menu/chicken-and-fish-sandwiches.html; https://www.mcdonalds.com/us/en-us/full-menu/breakfast.html; https://www.mcdonalds.com/us/en-us.html,https://www.instagram.com/mcdonalds/,https://www.facebook.com/McDonalds/,https://www.x.com/McDonalds,,,,,contact.privacy@us.mcd.com; mcdonaldsinformaldisputeresolution@us.mcd.com; accessibility@us.mcd.com; recruiting.supportteam@us.mcd.com; mcdonaldsinformaldisputeresolution@us.mcd.com,dmca@us.mcd.com
Jack in the Box,"1615 S Broadway, Los Angeles, CA 90015, USA",https://locations.jackinthebox.com/us/ca/los-angeles/1615-s-broadway?utm_source=google&utm_medium=local&utm_campaign=google-local,,,,https://www.instagram.com/jackinthebox/,https://www.facebook.com/jackinthebox/,https://www.jackinthebox.com/privacy#The-Jack-Pack-Terms-Of-Use,,,,,,
Chick-fil-A,"900 Westwood Blvd, Los Angeles, CA 90024, USA",https://www.chick-fil-a.com/locations/ca/ucla-in-line,,,https://www.chick-fil-a.com/menu; https://www.chick-fil-a.com/menu/salads; https://www.chick-fil-a.com/menu/treats; https://www.chick-fil-a.com/menu/beverages; https://www.chick-fil-a.com/menu/family-style-meals; https://www.chick-fil-a.com/menu/entrees; https://www.chick-fil-a.com/; https://www.chick-fil-a.com/locations/ca/ucla-in-line; https://www.chick-fil-a.com/menu/sides; https://www.chick-fil-a.com/locations/ca/ucla-in-line#LocationFrameId; https://www.chick-fil-a.com/menu/kidsmeals; https://www.chick-fil-a.com/menu/dipping-sauces-and-dressings; https://www.chick-fil-a.com/menu/breakfast,https://www.instagram.com/cfaucla,https://www.facebook.com/CFAUCLA,https://twitter.com/CarlsJr,,,,,,
Carl’s Jr.,"2912 S Figueroa St, Los Angeles, CA 90007, USA",https://locations.carlsjr.com/ca/los-angeles/2912-s-figueroa,,,https://locations.carlsjr.com/id/; https://locations.carlsjr.com/az/; https://locations.carlsjr.com/la/; https://locations.carlsjr.com/nm/; https://locations.carlsjr.com/ca/; https://locations.carlsjr.com/ok/; https://locations.carlsjr.com/ca/los-angeles/2912-s-figueroa; https://locations.carlsjr.com/; https://locations.carlsjr.com/hi/; https://locations.carlsjr.com/nv/; https://locations.carlsjr.com/ca/los-angeles/2912-s-figueroa#skip-nav; https://locations.carlsjr.com/fl/; https://locations.carlsjr.com/co/; https://locations.carlsjr.com/ak/; https://locations.carlsjr.com/#skip-nav,https://www.instagram.com/carlsjr,https://www.facebook.com/carlsjr,https://twitter.com/CarlsJr,,,,,,
Jack in the Box,"11400 S Figueroa St, Los Angeles, CA 90061, USA",https://locations.jackinthebox.com/us/ca/los-angeles/11400-s-figueroa-st?utm_source=google&utm_medium=local&utm_campaign=google-local,,,,https://www.instagram.com/jackinthebox/,https://www.facebook.com/jackinthebox/,https://www.jackinthebox.com/privacy#The-Jack-Pack-Terms-Of-Use,,,,,,
Jack in the Box,"1335 S Soto St, Los Angeles, CA 90023, USA",https://locations.jackinthebox.com/us/ca/los-angeles/1335-s-soto-st?utm_source=google&utm_medium=local&utm_campaign=google-local,,,,https://www.instagram.com/jackinthebox/,https://www.facebook.com/jackinthebox/,https://www.jackinthebox.com/privacy#The-Jack-Pack-Terms-Of-Use,,,,,,
Cafe Dulce,"134 Japanese Village Plaza Mall, Los Angeles, CA 90012, USA",https://cafedulcelittletokyo.square.site/,,,,,,,,,,,,
De La Tierra Café,"1144 N Vermont Ave, Los Angeles, CA 90029, USA",https://www.instagram.com/delatierracafeorganic?utm_source=qr,,,,,,,,,,,,
Alchemist Coffee Project,"698 S Vermont Ave Ste 103, Los Angeles, CA 90005, USA",http://alchemistcp.com/,,,,,,,,,,,,
Cafe Giverny,"252 S Oxford Ave, Los Angeles, CA 90004, USA",http://www.instagram.com/giverny.cafe/,,,,,,,,,,,,
THE HISTORY COFFEE,"3501 W Pico Blvd, Los Angeles, CA 90019, USA",,,,,,,,,,,,,
ilCaffè,"855 S Broadway, Los Angeles, CA 90014, USA",http://www.ilcaffe.la/,,,http://www.ilcaffe.la/menu; http://www.ilcaffe.la/menu#page,http://instagram.com/ilcaffe.la,,,,,,,,
CAFE UPPER,"300 S Hobart Blvd # 101, Los Angeles, CA 90020, USA",http://cafeupper.com/,,,,,,,,,,,,
Larchmont Bungalow Cafe,"2110 W Sunset Blvd suite n, Los Angeles, CA 90026, USA",http://larchmontbungalowcafe.com/,lb_cafe@outlook.com,,http://larchmontbungalowcafe.com/menu; http://larchmontbungalowcafe.com/s/Larchmont-Bungalow-Dinner-Menu.pdf; http://larchmontbungalowcafe.com/s/Larchmont-Bungalow-Lunch-Brunch-Menu-REV.pdf,https://www.instagram.com/lbungalowcafe/,,,,,,,,lb_cafe@outlook.com
Dalian's Café,"530 S Grand Ave, Los Angeles, CA 90071, USA",http://dalianscafe.com/,info@dalianscafe.com,,http://dalianscafe.com/about; http://dalianscafe.com/about#page; http://dalianscafe.com/menu#page; http://dalianscafe.com/menu,https://www.instagram.com/dalianscafe/,https://www.facebook.com/profile.php?id=61562039523186&sk=about,http://twitter.com/dalianscafe,,,,,info@dalianscafe.com; info@dalianscafe.com,
Alcove,"1929 Hillhurst Ave, Los Angeles, CA 90027, USA",http://www.alcovecafe.com/,info@alcovecafe.com,,http://www.alcovecafe.com/#our-events; http://www.alcovecafe.com/#press; http://www.alcovecafe.com/#your-events; http://www.alcovecafe.com/#alcove; http://www.alcovecafe.com/; http://www.alcovecafe.com/alcove-menus#page; http://www.alcovecafe.com/mega-menu; http://www.alcovecafe.com/#about; http://www.alcovecafe.com/#page; http://www.alcovecafe.com/alcove-menus; http://www.alcovecafe.com/mega-menu#page; http://www.alcovecafe.com/#big-bar; http://www.alcovecafe.com/#gift-cards,https://www.instagram.com/alcovebigbar,http://facebook.com/alcovebigbar,https://twitter.com/alcovebigbar,,,,,info@alcovecafe.com,
Cafe De Mama,"1102 S Western Ave, Los Angeles, CA 90006, USA",https://www.cafedemama.com/,,,,,,,,,,,,
Cafe Fig,"939 S Figueroa St UNIT 300, Los Angeles, CA 90015, USA",http://www.cafefig.com/,hello@cafenido.com,,http://www.cafefig.com/menus/#cocktails; http://www.cafefig.com/menus/#beverage; http://www.cafefig.com/menus/#all-da3; http://www.cafefig.com/menus/; https://www.cafefig.com/dine-in-ordering/cafe-fig/menu,https://www.instagram.com/cafefigdtla/,,,,,,,hello@cafenido.com,
Cafe Belen,"11925 Santa Monica Blvd, Los Angeles, CA 90025, USA",http://cafe-belen.com/,hello@cafenido.com,,https://www.cafe-belen.com/menu,https://www.instagram.com/cafebelensantamonica,,,,,,,hello@cafenido.com,juancafebelen@gmail.com
CAFE NIDO: Coffee & Books,"2815 W Sunset Blvd, Los Angeles, CA 90026, USA",http://www.cafenido.com/,hello@cafenido.com,,http://www.cafenido.com/events,https://www.instagram.com/cafenido.la/,,,,,,,hello@cafenido.com,
ORA,"4331 Degnan Blvd, Los Angeles, CA 90008, USA",https://ora.energy/,,,https://ora.energy/who-we-are; https://ora.energy/menu; https://ora.energy/catering,https://instagram.com,https://facebook.com,,,,,,,
Jurassic Magic,"1865 S Mansfield Ave, Los Angeles, CA 90019, USA",https://www.jurassicmagic.xyz/,info@jurassicmagic.xyz,,https://www.jurassicmagic.xyz/jurassic-magic-journal; https://www.jurassicmagic.xyz/locations; https://www.jurassicmagic.xyz/who-we-are,https://www.instagram.com/jurassicmagiccoffee/,https://www.facebook.com/jurassicmagico/,,,,,,info@jurassicmagic.xyz,rawr@jurassicmagic.xyz
Dialog Cafe,"8766 Holloway Dr, West Hollywood, CA 90069, USA",https://dialogcafe.la/dialog?utm_source=google,info@concertousa.com,,,https://www.instagram.com/concertolosangeles/,,,,,,,info@concertousa.com,
Concerto | Korean Cuisine Italian Restaurant,"610 Serrano Ave, Los Angeles, CA 90005, USA",http://www.concertousa.com/,info@concertousa.com,,,https://www.instagram.com/concertolosangeles/,,,,,,,info@concertousa.com,
Nick's Cafe,"1300 N Spring St, Los Angeles, CA 90012, USA",https://www.nickscafela.com/,,,https://www.nickscafela.com/menus/; https://www.nickscafela.com/menus/#main-content; https://www.nickscafela.com/menus,https://www.instagram.com/nickscafe/,https://www.facebook.com/NicksCafe,,,,,,,
Cafe Loft,"3882 W 6th St, Los Angeles, CA 90020, USA",,,,,,,,,,,,,
Tribal Cafe,"1651 W Temple St, Los Angeles, CA 90026, USA",https://tribalcafe.com/?utm_source=google,,,,,,,,,,,,
Bohemian House of Espresso + Chai,"109 W 6th St, Los Angeles, CA 90013, USA",https://instagram.com/bohemianchai,,,,/accounts/emailsignup/?next=https%3A%2F%2Fwww.instagram.com%2Fbohemianchai%2F,https://developers.facebook.com/docs/instagram,,,,,,,
Bricks and Scones,"403 N Larchmont Blvd, Los Angeles, CA 90004, USA",http://www.bricksandscones.com/,,,,,,,,,,,,
La La Land Kind Cafe,"189 The Grove Dr Suite G1C, Los Angeles, CA 90036, USA",https://lalalandkindcafe.com/pages/the-grove,,https://lalalandkindcafe.com/collections/tank-tops; https://lalalandkindcafe.com/collections/shop-all; https://lalalandkindcafe.com/collections/hats; https://lalalandkindcafe.com/collections/at-home-coffee-and-tea; https://lalalandkindcafe.com/collections/cafe-de-la-la; https://lalalandkindcafe.com/collections/t-shirts; https://lalalandkindcafe.com/collections/shorts; https://lalalandkindcafe.com/collections/all,https://lalalandkindcafe.com/collections/tank-tops; https://lalalandkindcafe.com/collections/shop-all; https://lalalandkindcafe.com/collections/hats; https://lalalandkindcafe.com/collections/at-home-coffee-and-tea; https://lalalandkindcafe.com/collections/cafe-de-la-la; https://lalalandkindcafe.com/pages/menu; https://lalalandkindcafe.com/collections/t-shirts; https://lalalandkindcafe.com/collections/shorts; https://lalalandkindcafe.com/collections/all,https://www.instagram.com/lalalandkindcafe/?hl=en,https://www.facebook.com/lalalandkindcafe/,,,,,,,
Beachwood Cafe,"2695 Beachwood Dr, Los Angeles, CA 90068, USA",https://www.beachwoodcafe.com/,,,https://www.beachwoodcafe.com/menus/; https://www.beachwoodcafe.com/private-events/; https://www.beachwoodcafe.com/menu/lunch/; https://www.beachwoodcafe.com/menu/dinner/; https://www.beachwoodcafe.com/menu/breakfast/,https://www.instagram.com/beachwoodcafe/?hl=en,https://www.facebook.com/beachwoodcafe/,,,,,,,
Cafe Dulce (USC Village),"3096 McClintock Ave Ste 1420, Los Angeles, CA 90007, USA",,,,,,,,,,,,,
Blue Elephant Café,"2024 W Washington Blvd, Los Angeles, CA 90018, USA",https://www.blueelephantcafe.com/,blueelephantcafe.1@gmail.com,https://www.blueelephantcafe.com/contact,https://order.blueelephantcafe.com/menu/30707403/100063823; https://order.blueelephantcafe.com/menu/30707403/100081605; https://order.blueelephantcafe.com/menu/30707403/100081601; https://order.blueelephantcafe.com/menu/30707403/100081600; https://order.blueelephantcafe.com/menu/30707403/100081599; https://www.blueelephantcafe.com/menu; https://order.blueelephantcafe.com/menu/30707403/100081598; https://order.blueelephantcafe.com/menu/30707403; https://order.blueelephantcafe.com/menu/30707403/100081606; https://order.blueelephantcafe.com/menu/30707403/100081604; https://order.blueelephantcafe.com/menu/30707403/100081602,https://www.instagram.com/blueelephantcafe/?hl=en,,,,,,,info@mysite.com,blueelephantcafe.1@gmail.com
Urth Caffe Melrose,"8565 Melrose Ave, West Hollywood, CA 90069, USA",https://www.urthcaffe.com/,,,,,,,,,,,,
The Griddle Cafe,"7916 W Sunset Blvd, Los Angeles, CA 90046, USA",https://www.thegriddlecafe.com/,,,,,,,,,,,,
Café Mak,"612 Shatto Pl, Los Angeles, CA 90005, USA",https://cafemak.eat24hour.com/location,,,https://cafemak.eat24hour.com/restaurants/ca-los-angeles#menu; https://cafemak.eat24hour.com/location#menu; https://cafemak.eat24hour.com/#menu; https://cafemak.eat24hour.com/info/about-us#menu; https://cafemak.eat24hour.com/restaurants/ca#menu,,,,,,,,,
Acurrúcame Café,"2609 E Cesar E Chavez Ave, Los Angeles, CA 90033, USA",,,,,,,,,,,,,
Tierra Mia Coffee,"653 S Spring St, Los Angeles, CA 90014, USA",http://www.tierramiacoffee.com/,info@tmcoffee.com,,,,,,,,,,info@tmcoffee.com; info@tmcoffee.com,
Kar sweet,"4960 Melrose Ave, Los Angeles, CA 90029, USA",https://order.toasttab.com/online/kar-sweet-4960-melrose-ave,,,,,,,,,,,,
Bohemia Cafe,"7525 W Sunset Blvd, Los Angeles, CA 90046, USA",,,,,,,,,,,,,
Our LA Cafe,"4413 W Adams Blvd, Los Angeles, CA 90016, USA",,,,,,,,,,,,,
Duke's Cafe,"1149 N Gower St #204, Los Angeles, CA 90038, USA",https://dukescafe.square.site/,,,,,,,,,,,,
Verve Coffee Roasters,"500 Mateo St #102, Los Angeles, CA 90013, USA",http://www.vervecoffee.com/,support@vervecoffee.com,http://www.vervecoffee.com/collections/grateful-dead; http://www.vervecoffee.com/collections/blends; http://www.vervecoffee.com/collections/larrea; http://www.vervecoffee.com/collections/instant-craft-coffee; http://www.vervecoffee.com/collections/goods; http://www.vervecoffee.com/collections/farmlevel-reserves; http://www.vervecoffee.com/collections/all-coffee; http://www.vervecoffee.com/collections/best-sellers; http://www.vervecoffee.com/collections/new-arrivals; http://www.vervecoffee.com/collections/single-origin,http://www.vervecoffee.com/collections/grateful-dead; http://www.vervecoffee.com/collections/blends; http://www.vervecoffee.com/collections/larrea; http://www.vervecoffee.com/collections/instant-craft-coffee; http://www.vervecoffee.com/collections/goods; http://www.vervecoffee.com/pages/locations; http://www.vervecoffee.com/collections/farmlevel-reserves; http://www.vervecoffee.com/collections/all-coffee; http://www.vervecoffee.com/collections/best-sellers; http://www.vervecoffee.com/collections/new-arrivals; http://www.vervecoffee.com/collections/single-origin,http://instagram.com/vervecoffee,https://facebook.com/vervecoffee,,,,,,support@vervecoffee.com,
CafeNiña,"3264 East 4th St, Los Angeles, CA 90063, USA",https://cafeninallc.com/,,,,,,,,,,,,
Aroma Coffee & Tea Co,"4360 Tujunga Ave #5, Studio City, CA 91604, USA",http://www.aromacoffeeandtea.com/,,,http://www.aromacoffeeandtea.com/menubeerwine12025; http://www.aromacoffeeandtea.com/#beer-wine-menu-section; http://www.aromacoffeeandtea.com/menubeerwine12025#header; http://www.aromacoffeeandtea.com/menu-online; http://www.aromacoffeeandtea.com/#menu-download-section; http://www.aromacoffeeandtea.com/menu-online#header,https://www.instagram.com/aromacoffeeandtea/,https://www.facebook.com/pages/Aroma-Coffee-and-Tea/143476555698200,,,,,,,
La Terraza Cafe,"4017 City Terrace Dr, Los Angeles, CA 90063, USA",http://www.laterrazacafe.net/,,,http://www.laterrazacafe.net/services; http://www.laterrazacafe.net/contact,/accounts/emailsignup/?next=https%3A%2F%2Fwww.instagram.com%2Fawesomecoffeeshop%2F%3Figsh%3DOGQ5ZDc2ODk2ZA%253D%253D%26utm_source%3Dqr,https://developers.facebook.com/docs/instagram,,,,,,,
